"","nOrders","nItemsOrdered","nItemsSold","salesOrdered","salesSold","returnRatio","shareOwnBrand","shareSale","shareVoucher","crDuration","monetaryReturnRatio","meanDaysBetwOrders","salesPerOrder","salesPerItem","itemsPerOrder","itemsSoldPerOrder","customerSatis"
"435",2,2,1,459.77,177.31,0.5,1,0,1,301,0.614350653587663,301,88.66,177.31,1,0.5,2.6
"436",2,2,2,325.64,325.64,0,1,1,0,60,0,60,162.82,162.82,1,1,3.2
"437",2,2,2,453.91,453.91,0,1,1,0,20,0,20,226.96,226.96,1,1,3
"438",6,6,2,3374.38,1034.72,0.666666666666667,0.67,0.5,0,762,0.693359965386234,152,172.45,517.36,1,0.33,2.6
"439",13,16,7,6368.98,3344.64,0.5625,0.56,0.5,0.25,604,0.474854686307698,50,257.28,477.81,1.23,0.54,3.5
"440",3,3,3,1031.88,1031.88,0,1,0.33,0,203,0,102,343.96,343.96,1,1,3.6
"441",6,9,1,5431.85,9.99,0.888888888888889,0.33,0.11,0,386,0.998160847593361,77,1.66,9.99,1.5,0.17,2.6
"442",2,2,1,398.29,149.55,0.5,1,1,0,359,0.624519822240076,359,74.78,149.55,1,0.5,2.1
"443",2,2,1,316.41,197.18,0.5,1,0,0.5,550,0.376821212983155,550,98.59,197.18,1,0.5,2.5
"444",6,8,7,2733.92,2376.1,0.125,0.12,0.38,0.12,414,0.130881664423246,83,396.02,339.44,1.33,1.17,3.9
"445",2,2,1,1063.64,505.21,0.5,0,1,0,20,0.525017863186793,20,252.6,505.21,1,0.5,2.8
"446",5,6,4,1975.68,887.7,0.333333333333333,0.67,0.33,0,614,0.550686345966958,154,177.54,221.93,1.2,0.8,2.6
"447",2,3,3,771.52,771.52,0,0.67,0.67,0,645,0,645,385.76,257.17,1.5,1.5,3.1
"448",8,11,6,1780.22,931.04,0.454545454545455,1,0.36,0.73,688,0.477008459628585,98,116.38,155.17,1.38,0.75,2.7
"449",2,2,2,1591.54,1591.54,0,0,0,0.5,286,0,286,795.77,795.77,1,1,4.4
"450",2,2,1,524.6,268.74,0.5,1,0,0,232,0.487723980175372,232,134.37,268.74,1,0.5,2.9
"451",2,3,1,416.9,146.69,0.666666666666667,1,0.67,0,476,0.648141041017031,476,73.34,146.69,1.5,0.5,1.7
"452",5,7,3,1362.87,630.93,0.571428571428571,1,0.43,0.71,223,0.537057826498492,56,126.19,210.31,1.4,0.6,2.3
"453",2,2,1,908.23,9.99,0.5,0,0,1,144,0.989000583552624,144,5,9.99,1,0.5,2.6
"454",2,3,1,652.82,245.01,0.666666666666667,1,0.67,0,727,0.624689807297571,727,122.5,245.01,1.5,0.5,1.3
"455",7,13,5,2472.33,870.98,0.615384615384615,0.92,0.69,0,725,0.647708841457249,121,124.43,174.2,1.86,0.71,2.2
"456",4,7,1,1191.11,146.49,0.857142857142857,1,1,0,672,0.877013877811453,224,36.62,146.49,1.75,0.25,1.5
"457",7,13,2,5892.76,562.21,0.846153846153846,0.85,0.08,0,741,0.904593093898275,124,80.32,281.11,1.86,0.29,2.5
"458",3,4,4,620.73,620.73,0,1,0,0.75,679,0,340,206.91,155.18,1.33,1.33,3.2
"459",36,60,24,11177.84,4726.33,0.6,0.85,0.38,0.02,757,0.577169649950259,22,131.29,196.93,1.67,0.67,4.1
"460",10,12,1,2689.71,196.12,0.916666666666667,1,0.58,0.33,707,0.92708507608627,79,19.61,196.12,1.2,0.1,1.6
"461",8,23,4,6573.91,873.12,0.826086956521739,0.83,0.26,0.39,2208,0.867184065495268,315,109.14,218.28,2.88,0.5,1.7
"462",2,4,2,1978.74,611.96,0.5,0,0.25,0.25,450,0.690732486329685,450,305.98,305.98,2,1,2.8
"463",5,9,4,1993.5,902.03,0.555555555555556,0.78,0.33,0.33,728,0.547514421871081,182,180.41,225.51,1.8,0.8,2.6
"464",15,16,9,5835.95,2237.16,0.4375,0.88,0.56,0.31,734,0.616658813046719,52,149.14,248.57,1.07,0.6,3.4
"465",2,4,1,898.45,362.56,0.75,0.75,0,0.25,397,0.59646057098336,397,181.28,362.56,2,0.5,2.5
"466",4,6,4,1162.22,859.98,0.333333333333333,1,0.17,0.33,696,0.260054034520143,232,215,215,1.5,1,3
"467",2,2,1,1266.5,1120.26,0.5,0,1,0,138,0.115467824713778,138,560.13,1120.26,1,0.5,3.1
"468",8,13,5,8488.51,2539.13,0.615384615384615,0.38,0.15,0,463,0.700874476203715,66,317.39,507.83,1.62,0.62,3
"469",2,2,2,705.87,705.87,0,0,0.5,0,720,0,720,352.94,352.94,1,1,3.4
"470",8,12,9,1627.88,1409.22,0.25,0.83,0.58,0.17,726,0.134321940192152,104,176.15,156.58,1.5,1.12,3.6
"471",42,55,10,29442.46,4805.55,0.818181818181818,0.24,0.31,0.35,623,0.83678164120797,15,114.42,480.56,1.31,0.24,3.9
"472",5,7,7,2310.04,2310.04,0,0.43,0.29,0.57,119,0,30,462.01,330.01,1.4,1.4,4.1
"473",3,3,1,842.79,283.51,0.666666666666667,1,1,0,1816,0.663605405854365,908,94.5,283.51,1,0.33,1.4
"474",3,3,2,530.59,299.72,0.333333333333333,1,0.67,0.33,216,0.435119395390038,108,99.91,149.86,1,0.67,3
"475",2,2,1,473.14,322.53,0.5,1,0.5,0,339,0.318320158938158,339,161.26,322.53,1,0.5,2.6
"476",2,2,1,340.57,216.77,0.5,0,0.5,0,25,0.363508236192266,25,108.39,216.77,1,0.5,3
"477",79,127,12,44252.9,4016.01,0.905511811023622,0.51,0.11,0.18,587,0.909248659409892,8,50.84,334.67,1.61,0.15,4.8
"478",2,2,2,352.57,352.57,0,1,1,0.5,377,0,377,176.28,176.28,1,1,2.3
"479",13,15,9,5150.91,2086.4,0.4,0.53,0.87,0.2,677,0.594945359169545,56,160.49,231.82,1.15,0.69,3.5
"480",7,7,1,2537.49,146.97,0.857142857142857,0,0.57,0,1620,0.942080559923389,270,21,146.97,1,0.14,2.7
"481",4,5,4,1031.85,844.89,0.2,0.8,0.2,0.4,539,0.181189126326501,180,211.22,211.22,1.25,1,3.1
"482",6,6,6,991.11,991.11,0,1,0.67,0,698,0,140,165.19,165.19,1,1,3.5
"483",2,4,4,1075.67,1075.67,0,1,0,0,341,0,341,537.84,268.92,2,2,4
"484",5,6,5,1997.71,1517.4,0.166666666666667,0,1,0,567,0.240430292685124,142,303.48,303.48,1.2,1,3.5
"485",3,3,3,710.66,710.66,0,1,1,0.33,503,0,252,236.89,236.89,1,1,2.3
"486",13,14,8,8278.27,3670.18,0.428571428571429,0.86,0.21,0.71,604,0.556648913359917,50,282.32,458.77,1.08,0.62,3.7
"487",6,6,3,1710.39,789.78,0.5,0.5,0.67,0,665,0.538245663269781,133,131.63,263.26,1,0.5,2.1
"488",3,3,3,754.11,754.11,0,1,0.67,0.33,317,0,158,251.37,251.37,1,1,3.4
"489",3,5,5,1295.5,1295.5,0,0.2,0.6,0.8,410,0,205,431.83,259.1,1.67,1.67,3.7
"490",11,12,12,1690.64,1690.64,0,1,0.5,0.25,684,0,68,153.69,140.89,1.09,1.09,4
"491",2,2,1,824.2,425.08,0.5,1,0,0.5,466,0.484251395292405,466,212.54,425.08,1,0.5,2.7
"492",7,11,3,4852.47,1056.62,0.727272727272727,0.36,0.18,0,111,0.782251100985684,18,150.95,352.21,1.57,0.43,2.8
"493",4,6,4,1081.28,830.51,0.333333333333333,1,0.17,0.33,690,0.231919576797869,230,207.63,207.63,1.5,1,3.2
"494",2,2,2,274.3,274.3,0,1,0.5,0,508,0,508,137.15,137.15,1,1,2.8
"495",2,3,1,565.43,239.2,0.666666666666667,1,1,0,529,0.576959128450913,529,119.6,239.2,1.5,0.5,1.7
"496",9,9,2,2052.55,720.45,0.777777777777778,0.78,0.44,0.44,615,0.648997588365692,77,80.05,360.23,1,0.22,1.9
"497",5,6,4,1030.89,613.54,0.333333333333333,1,0.83,0.17,517,0.404844357787931,129,122.71,153.38,1.2,0.8,2.5
"498",30,41,39,25134.02,23433.31,0.0487804878048781,0.1,0.71,0.15,632,0.0676656579409103,22,781.11,600.85,1.37,1.3,5
"499",4,7,2,1273.96,280.03,0.714285714285714,0.71,0.29,0,272,0.780189330905209,91,70.01,140.01,1.75,0.5,2.9
"500",2,3,1,810.86,311.7,0.666666666666667,1,0,0,39,0.615593320671879,39,155.85,311.7,1.5,0.5,3
"501",3,4,4,1073.82,1073.82,0,1,0,0.5,-10,0,-5,357.94,268.45,1.33,1.33,3.9
"502",3,4,4,835.96,835.96,0,1,0,0.75,326,0,163,278.65,208.99,1.33,1.33,3
"503",12,28,4,5646.23,908.95,0.857142857142857,1,0.11,0.61,492,0.839016476480767,45,75.75,227.24,2.33,0.33,2.5
"504",4,6,1,1067.57,267.25,0.833333333333333,1,0,0.83,453,0.749665127345279,151,66.81,267.25,1.5,0.25,2.4
"505",8,11,5,2592.56,970.88,0.545454545454545,0.91,0.45,0,644,0.625513006449224,92,121.36,194.18,1.38,0.62,3
"506",2,4,1,1188.27,151.9,0.75,1,0,0.5,72,0.872167100069849,72,75.95,151.9,2,0.5,2.1
"507",2,4,1,749.68,134.19,0.75,1,0,1,29,0.821003628214705,29,67.09,134.19,2,0.5,2.2
"508",3,5,2,1010.97,379.52,0.6,1,0.2,0,565,0.624598158204497,282,126.51,189.76,1.67,0.67,2.6
"509",3,5,4,2003.56,1438.7,0.2,0,0.8,0.2,368,0.281928167861207,184,479.57,359.68,1.67,1.33,3.3
"510",26,38,16,9023.9,3429.89,0.578947368421053,0.76,0.39,0.03,604,0.619910460000665,24,131.92,214.37,1.46,0.62,3.7
"511",2,2,1,387.18,171.57,0.5,1,1,0,13,0.556872772353944,13,85.78,171.57,1,0.5,2.3
"512",27,55,46,10352.55,8917.78,0.163636363636364,0.93,0.47,0.09,640,0.138590975170369,25,330.29,193.86,2.04,1.7,4.8
"513",14,25,16,6778.37,3936.95,0.36,0.48,0.44,0.24,551,0.419189274117524,42,281.21,246.06,1.79,1.14,3.3
"514",13,15,3,3402.18,584.93,0.8,1,0.47,0.27,574,0.828072000893545,48,44.99,194.98,1.15,0.23,2.6
"515",7,14,14,4066.82,4066.82,0,0.43,0.5,0.07,249,0,42,580.97,290.49,2,2,4.1
"516",5,6,4,785.31,509.12,0.333333333333333,1,0.83,0.33,664,0.351695508779972,166,101.82,127.28,1.2,0.8,2.7
"517",2,2,1,240.09,112.89,0.5,1,0.5,0.5,495,0.529801324503311,495,56.45,112.89,1,0.5,2.2
"518",3,4,4,693.09,693.09,0,0.75,0,1,673,0,336,231.03,173.27,1.33,1.33,3.3
"519",3,3,2,819.5,578.9,0.333333333333333,1,0.67,0,-4,0.29359365466748,-2,192.97,289.45,1,0.67,3.2
"520",2,2,1,349.38,114.12,0.5,1,0.5,0,38,0.673364245234415,38,57.06,114.12,1,0.5,2.3
"521",27,32,19,5888.67,3354.41,0.40625,0.91,0.41,0.12,571,0.43036203421146,22,124.24,176.55,1.19,0.7,3.6
"522",11,11,11,3212.98,3212.98,0,1,0.82,0,853,0,85,292.09,292.09,1,1,3.9
"523",3,3,3,884.7,884.7,0,0.33,0.33,1,421,0,210,294.9,294.9,1,1,3.4
"524",3,3,3,680.8,680.8,0,1,0.67,0,467,0,234,226.93,226.93,1,1,2.7
"525",2,2,2,375.27,375.27,0,1,0,1,221,0,221,187.63,187.63,1,1,3.5
"526",3,3,2,185.54,101.48,0.333333333333333,1,0,1,48,0.453055944809745,24,33.83,50.74,1,0.67,2.8
"527",3,7,1,1069.2,155.81,0.857142857142857,1,0.14,0.86,156,0.854274223718668,78,51.94,155.81,2.33,0.33,1.7
"528",2,2,2,340.88,340.88,0,1,0.5,1,643,0,643,170.44,170.44,1,1,2.6
"529",8,11,6,3583.31,2386.29,0.454545454545455,0.27,0.36,0.18,580,0.334054268260351,83,298.29,397.71,1.38,0.75,3.5
"530",2,4,1,739.41,9.99,0.75,1,0,0,11,0.986489227897919,11,5,9.99,2,0.5,2.1
"531",2,2,1,307.86,158.11,0.5,1,0,0,14,0.486422399792113,14,79.06,158.11,1,0.5,3
"532",65,84,56,36100.3,23871.05,0.333333333333333,0.55,0.36,0.11,658,0.338757572651751,10,367.25,426.27,1.29,0.86,5
"533",2,2,1,430.24,9.99,0.5,1,0.5,0.5,208,0.976780401636296,208,5,9.99,1,0.5,2.3
"534",3,6,1,984.61,175.1,0.833333333333333,1,0.17,1,535,0.822163089954398,268,58.37,175.1,2,0.33,1.6
"535",3,3,1,743.66,273.55,0.666666666666667,1,0.33,0,241,0.632157168598553,120,91.18,273.55,1,0.33,1.8
"536",37,48,21,29603.99,14954.83,0.5625,0.31,0.17,0.1,631,0.494837351316495,18,404.18,712.13,1.3,0.57,4.7
"537",2,3,3,2018.05,2018.05,0,0.33,0,1,147,0,147,1009.02,672.68,1.5,1.5,4.7
"538",4,4,2,1584.78,1016.2,0.5,0.75,0,0,550,0.358775350521839,183,254.05,508.1,1,0.5,3
"539",5,7,4,1120.22,598.22,0.428571428571429,1,0.71,0,538,0.465979896805985,134,119.64,149.56,1.4,0.8,2.4
"540",5,5,5,1401.22,1401.22,0,1,0.8,0,468,0,117,280.24,280.24,1,1,3.6
"541",8,11,11,6748.22,6748.22,0,0,0.55,0,1450,0,207,843.53,613.47,1.38,1.38,4.3
"542",5,5,3,979.3,631.04,0.4,1,0.6,0.6,523,0.355621362197488,131,126.21,210.35,1,0.6,2.6
"543",3,3,1,738,9.99,0.666666666666667,0.67,0.33,1,1539,0.986463414634146,770,3.33,9.99,1,0.33,1.4
"544",2,2,1,257.78,156.79,0.5,1,1,1,388,0.39176817441229,388,78.39,156.79,1,0.5,1.8
"545",9,11,5,2615.3,1071.99,0.545454545454545,0.64,0.09,0.09,56,0.590108209383245,7,119.11,214.4,1.22,0.56,2.9
"546",2,2,2,499.55,499.55,0,1,0,0,331,0,331,249.78,249.78,1,1,3.8
"547",6,7,3,3893.8,1534.71,0.571428571428571,0.14,0.29,0.57,505,0.605858030715496,101,255.78,511.57,1.17,0.5,3.2
"548",10,13,10,2723.91,1993.64,0.230769230769231,0.92,0.31,0.54,368,0.268096229317415,41,199.36,199.36,1.3,1,3.5
"549",5,8,6,1324.87,1047.54,0.25,1,0.25,0.12,614,0.209326198042072,154,209.51,174.59,1.6,1.2,3.2
"550",4,4,2,1772.35,1123.01,0.5,0,0.25,0,304,0.366372330521624,101,280.75,561.5,1,0.5,3.2
"551",4,5,4,720.33,605.08,0.2,1,1,0.2,528,0.159996112892702,176,151.27,151.27,1.25,1,2.6
"552",4,4,3,699.92,362.65,0.25,1,0,1,471,0.481869356497885,157,90.66,120.88,1,0.75,2.8
"553",8,9,4,1625.2,1002.87,0.555555555555556,0.89,0.56,0.44,599,0.382925178439577,86,125.36,250.72,1.12,0.5,2.5
"554",4,5,5,1765.96,1765.96,0,0.2,0.4,0,1413,0,471,441.49,353.19,1.25,1.25,3.9
"555",9,9,2,2333.35,568.13,0.777777777777778,0.78,0,0.11,538,0.756517453446761,67,63.13,284.06,1,0.22,3.1
"556",2,2,2,397.68,397.68,0,1,0.5,0.5,359,0,359,198.84,198.84,1,1,3
"557",13,17,9,5109.61,2738.31,0.470588235294118,0.65,0.24,0,538,0.464086300128581,45,210.64,304.26,1.31,0.69,3.7
"558",4,7,4,5678.57,3799.9,0.428571428571429,0.57,0,0.29,109,0.330835051782403,36,949.98,949.98,1.75,1,4.6
"559",6,7,2,3609.22,623.18,0.714285714285714,0.57,0.43,0.43,477,0.827336654457196,95,103.86,311.59,1.17,0.33,2.4
"560",6,7,6,6469.93,5349.27,0.142857142857143,0,0.86,0.14,499,0.173210529325665,100,891.55,891.55,1.17,1,4.3
"561",13,18,3,6962.89,873.8,0.833333333333333,0.39,0.28,0.11,567,0.874506131792977,47,67.22,291.27,1.38,0.23,2.5
"562",2,2,1,286.05,181.57,0.5,1,1,0,55,0.365250830274428,55,90.78,181.57,1,0.5,2.3
"563",2,2,1,584.88,327.16,0.5,0,0,1,-2,0.440637395705102,-2,163.58,327.16,1,0.5,2.6
"564",2,2,1,338.77,147.74,0.5,1,0,0.5,77,0.563892906691856,77,73.87,147.74,1,0.5,2.2
"565",3,4,2,780.22,292.97,0.5,0.25,0.5,0,399,0.624503345210325,200,97.66,146.49,1.33,0.67,2.8
"566",5,9,4,3922.78,1065.85,0.555555555555556,0.78,0.11,0.89,383,0.72829218054543,96,213.17,266.46,1.8,0.8,2.8
"567",6,10,7,2010.41,1534.74,0.3,0.8,0.4,0,470,0.236603478892365,94,255.79,219.25,1.67,1.17,3.4
"568",12,17,12,5004.08,2714.5,0.294117647058823,0.35,0.29,0.47,548,0.457542645201516,50,226.21,226.21,1.42,1,4
"569",4,4,1,5244.96,9.99,0.75,0.25,0.25,0,340,0.998095314358927,113,2.5,9.99,1,0.25,2.5
"570",2,2,1,491.84,248.94,0.5,1,1,0,19,0.493859791802212,19,124.47,248.94,1,0.5,2.6
"571",3,4,3,596.59,336.04,0.25,1,0,1,487,0.436732094067953,244,112.01,112.01,1.33,1,2.9
"572",6,8,5,1548.12,1003.17,0.375,0.75,0.25,0.5,492,0.352007596310363,98,167.19,200.63,1.33,0.83,2.6
"573",3,5,2,1572.2,1150.2,0.6,0.8,0.2,0.6,378,0.268413687825976,189,383.4,575.1,1.67,0.67,2.8
"574",3,5,1,960.81,9.99,0.8,0.4,0.4,0.6,31,0.989602522871327,16,3.33,9.99,1.67,0.33,2.1
"575",2,3,1,634.76,326.62,0.666666666666667,1,0,0,-16,0.485443317159241,-16,163.31,326.62,1.5,0.5,2.8
"576",2,2,1,620.89,340.65,0.5,1,1,0,3,0.451352091352736,3,170.32,340.65,1,0.5,2.2
"577",4,5,4,1067.8,817.07,0.2,1,0,0,352,0.234809889492414,117,204.27,204.27,1.25,1,3.8
"578",29,34,11,19415.21,4669.51,0.676470588235294,0.15,0.35,0,2432,0.759492171344013,87,161.02,424.5,1.17,0.38,3.8
"579",4,4,2,616.22,292.31,0.5,1,1,0,563,0.525640193437409,188,73.08,146.16,1,0.5,2.6
"580",3,3,1,719.46,268.16,0.666666666666667,1,1,0,16,0.627276012564979,8,89.39,268.16,1,0.33,2.1
"581",3,3,2,1373.04,669.84,0.333333333333333,0.67,0,0,444,0.512148225834644,222,223.28,334.92,1,0.67,3.3
"582",2,2,2,533.77,533.77,0,1,0.5,0.5,295,0,295,266.88,266.88,1,1,2.9
"583",2,3,3,289.9,289.9,0,1,0.67,1,472,0,472,144.95,96.63,1.5,1.5,2.1
"584",2,2,1,404.24,162.33,0.5,0,0,0,172,0.59843162477736,172,81.17,162.33,1,0.5,2.8
"585",2,2,1,554.58,9.99,0.5,1,0.5,0,271,0.981986368062317,271,5,9.99,1,0.5,2.2
"586",2,3,3,436.67,436.67,0,1,0.67,0,90,0,90,218.34,145.56,1.5,1.5,3.4
"587",5,6,3,988.73,549.89,0.5,1,0.67,0.33,507,0.443842100472323,127,109.98,183.3,1.2,0.6,2.6
"588",3,3,2,718.52,369.03,0.333333333333333,1,0,1,359,0.486402605355453,180,123.01,184.51,1,0.67,2.4
"589",3,4,2,870.38,415.76,0.5,1,0,0.25,321,0.522323582802914,160,138.59,207.88,1.33,0.67,3
"590",3,5,2,2551.84,1582.38,0.6,0.4,0.2,0,481,0.379906263715593,240,527.46,791.19,1.67,0.67,3.3
"591",2,2,1,362.47,9.99,0.5,1,1,0,7,0.972439098408144,7,5,9.99,1,0.5,2.2
"592",5,13,6,2714.1,1286.36,0.538461538461538,0.85,0.54,0.08,415,0.526045466268745,104,257.27,214.39,2.6,1.2,2.9
"593",2,2,1,454.18,307.18,0.5,1,0,0.5,351,0.323660222819147,351,153.59,307.18,1,0.5,2.6
"594",2,2,1,1864.98,1704.31,0.5,0,0.5,0.5,220,0.0861510579201922,220,852.15,1704.31,1,0.5,3.4
"595",2,2,2,724.73,724.73,0,0.5,0,0.5,457,0,457,362.37,362.37,1,1,3.4
"596",2,2,1,453.32,276.82,0.5,1,0.5,0.5,411,0.389349686755493,411,138.41,276.82,1,0.5,2
"597",16,23,11,12908.95,6631.66,0.521739130434783,0.17,0.3,0.39,2429,0.486274251585141,162,414.48,602.88,1.44,0.69,3.9
"598",12,19,1,3759.13,129.51,0.947368421052632,0.42,0.53,0.42,347,0.965547879429549,32,10.79,129.51,1.58,0.08,2.3
"599",2,2,1,535.28,182.28,0.5,0.5,1,0,251,0.659467942011657,251,91.14,182.28,1,0.5,2.1
"600",5,8,4,1641.05,932.13,0.5,0.62,0.88,0,467,0.431991712623016,117,186.43,233.03,1.6,0.8,2.6
"601",12,13,11,6957.72,5502.65,0.153846153846154,0.38,0,0.46,2219,0.209130289807581,202,458.55,500.24,1.08,0.92,4.1
"602",11,17,9,2288.01,1252.76,0.470588235294118,1,0.65,0.18,547,0.452467428026975,55,113.89,139.2,1.55,0.82,3.1
"603",2,3,3,1746.49,1746.49,0,0,0.33,0,-4,0,-4,873.25,582.16,1.5,1.5,4.5
"604",3,7,2,1561.05,452.55,0.714285714285714,0.86,0.29,0.86,400,0.710098971845873,200,150.85,226.28,2.33,0.67,1.7
"605",7,14,3,2719.84,646.29,0.785714285714286,1,0.36,0.14,540,0.762379404670863,90,92.33,215.43,2,0.43,1.9
"606",36,43,14,5726.71,1535.38,0.674418604651163,1,0.51,0.4,490,0.731891435047348,14,42.65,109.67,1.19,0.39,3.4
"607",2,2,1,229.09,131.83,0.5,1,1,0,216,0.424549303767078,216,65.92,131.83,1,0.5,2
"608",3,6,4,1686.03,1127.67,0.333333333333333,0.83,0.83,0,23,0.331168484546538,12,375.89,281.92,2,1.33,3.2
"609",22,32,1,18308.3,9.99,0.96875,0.25,0.41,0.25,545,0.999454345843142,26,0.45,9.99,1.45,0.05,2.1
"610",7,10,7,1514.13,959.14,0.3,1,1,0.1,540,0.366540521619676,90,137.02,137.02,1.43,1,3
"611",2,2,1,421.35,259.28,0.5,1,0.5,0.5,15,0.384644594754954,15,129.64,259.28,1,0.5,2.8
"612",8,8,3,1280.49,378.12,0.625,1,1,0,350,0.704706791931214,50,47.27,126.04,1,0.38,2.6
"613",3,3,2,660.66,408,0.333333333333333,1,0.33,0.33,205,0.38243574607211,102,136,204,1,0.67,3
"614",2,3,3,2317.08,2317.08,0,0,0,0,240,0,240,1158.54,772.36,1.5,1.5,5
"615",2,2,1,1622.19,9.99,0.5,0,0,0,23,0.993841658498696,23,5,9.99,1,0.5,2.6
"616",2,3,3,483.68,483.68,0,1,0.67,0,0,0,0,241.84,161.23,1.5,1.5,3.5
"617",2,2,1,583.2,265.93,0.5,1,1,0,-11,0.544015775034294,-11,132.97,265.93,1,0.5,2.2
"618",2,3,3,449.95,449.95,0,1,0.33,0,32,0,32,224.97,149.98,1.5,1.5,2.9
"619",3,4,1,864.3,9.99,0.75,1,1,0,131,0.988441513363415,66,3.33,9.99,1.33,0.33,1.9
"620",2,2,1,436.63,114.53,0.5,1,0.5,0.5,353,0.737695531685867,353,57.27,114.53,1,0.5,2.4
"621",3,3,2,461.65,321.3,0.333333333333333,1,0.67,0.67,333,0.304018195602729,166,107.1,160.65,1,0.67,2.7
"622",2,3,3,404.02,404.02,0,0.67,1,0,333,0,333,202.01,134.67,1.5,1.5,3
"623",2,2,1,797.96,9.99,0.5,0.5,0.5,0.5,39,0.987480575467442,39,5,9.99,1,0.5,2.5
"624",4,5,2,668.34,322.03,0.6,1,0.6,0.4,445,0.518164407337583,148,80.51,161.01,1.25,0.5,2.3
"625",9,13,3,5812.99,1488.25,0.769230769230769,0,0.23,0.23,432,0.743978572128973,54,165.36,496.08,1.44,0.33,3
"626",2,2,2,265.22,265.22,0,0.5,1,0,428,0,428,132.61,132.61,1,1,2.9
"627",10,32,2,5587.65,347.35,0.9375,0.97,0.38,0.09,500,0.93783612073054,56,34.73,173.68,3.2,0.2,1.6
"628",2,2,1,496.74,136.03,0.5,1,1,0,192,0.726154527519427,192,68.02,136.03,1,0.5,1.5
"629",37,44,12,12098.72,2711.45,0.727272727272727,0.64,0.34,0.02,543,0.77588951558512,15,73.28,225.95,1.19,0.32,3
"630",20,27,8,12422.14,3004.22,0.703703703703704,0.19,0.19,0.11,486,0.758156002105917,26,150.21,375.53,1.35,0.4,3.8
"631",5,7,4,2256.33,956.02,0.428571428571429,0.43,0.14,0.71,542,0.576294247738584,136,191.2,239,1.4,0.8,2.9
"632",4,4,1,1001.73,139.61,0.75,1,0.25,0,365,0.860631108182844,122,34.9,139.61,1,0.25,2.3
"633",3,4,3,838.82,664.67,0.25,0.5,0.5,0,12,0.207613075510837,6,221.56,221.56,1.33,1,3.6
"634",3,3,3,836.42,836.42,0,1,0.33,0,44,0,22,278.81,278.81,1,1,3.7
"635",4,4,1,1345.48,372.69,0.75,1,0,0.25,44,0.72300591610429,15,93.17,372.69,1,0.25,2.5
"636",9,9,1,2944.12,156.94,0.888888888888889,0.67,0.22,0.33,386,0.946693748896105,48,17.44,156.94,1,0.11,2.3
"637",4,8,7,2309.21,2081.18,0.125,0.75,0.25,0.25,382,0.0987480566947139,127,520.29,297.31,2,1.75,3.9
"638",2,2,2,1133.21,1133.21,0,0,1,1,138,0,138,566.61,566.61,1,1,3.2
"639",2,2,1,386.36,208.33,0.5,1,0.5,1,-4,0.460787866238741,-4,104.17,208.33,1,0.5,2.4
"640",6,8,8,5682.43,5682.43,0,0,0.38,0.12,376,0,75,947.07,710.3,1.33,1.33,4.8
"641",2,2,2,692.62,692.62,0,0.5,0,1,229,0,229,346.31,346.31,1,1,2.7
"642",6,8,5,1746.88,1095.45,0.375,0.88,0.5,0,424,0.372910560542224,85,182.58,219.09,1.33,0.83,3
"643",4,9,3,1730.71,711.35,0.666666666666667,1,0.22,0.33,288,0.588983711887029,96,177.84,237.12,2.25,0.75,2.3
"644",3,4,1,866.2,239.33,0.75,0.25,0.75,0.25,399,0.723701223735858,200,79.78,239.33,1.33,0.33,2.1
"645",2,2,2,255.41,255.41,0,1,0.5,1,351,0,351,127.7,127.7,1,1,2.3
"646",2,4,1,626.68,9.99,0.75,1,0,0,5,0.984058849811706,5,5,9.99,2,0.5,2.8
"647",19,22,6,12575.99,2182.43,0.727272727272727,0.05,0.82,0,1388,0.826460580836976,77,114.86,363.74,1.16,0.32,3.2
"648",4,4,3,1619.24,1287.27,0.25,0.75,0,0,461,0.205015933400855,154,321.82,429.09,1,0.75,3.4
"649",13,17,8,16845.18,6976.93,0.529411764705882,0.53,0.12,0.06,430,0.585820394914153,36,536.69,872.12,1.31,0.62,3.7
"650",3,3,3,776.92,776.92,0,0.67,0.33,0,345,0,172,258.97,258.97,1,1,3.8
"651",3,3,1,495.71,141.91,0.666666666666667,1,0,0,4,0.713723749773053,2,47.3,141.91,1,0.33,3.2
"652",8,13,5,4741.83,2150.66,0.615384615384615,0.85,0.38,0,402,0.546449366594754,57,268.83,430.13,1.62,0.62,3.2
"653",4,5,3,1114.26,671.43,0.4,0.6,0.4,0,71,0.397420709708686,24,167.86,223.81,1.25,0.75,3.4
"654",3,4,3,1570.09,1353.98,0.25,0,0.5,0.25,457,0.137641791234897,228,451.33,451.33,1.33,1,3.3
"655",2,3,3,774.6,774.6,0,1,0.67,0,-11,0,-11,387.3,258.2,1.5,1.5,3.2
"656",3,3,1,1264.33,196.9,0.666666666666667,0.67,0.67,0.33,149,0.84426534211796,74,65.63,196.9,1,0.33,2.3
"657",3,7,7,1228.85,1228.85,0,1,0.29,0,409,0,204,409.62,175.55,2.33,2.33,3.8
"658",25,32,10,10698.99,2636.09,0.6875,0.59,0.47,0.03,453,0.753613191525555,19,105.44,263.61,1.28,0.4,3.6
"659",3,4,3,678.69,524.28,0.25,1,0,0.25,339,0.227511824249658,170,174.76,174.76,1.33,1,3.2
"660",4,7,5,851.43,694.3,0.285714285714286,1,0.57,0,474,0.184548348073241,158,173.57,138.86,1.75,1.25,3
